"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Any_alta_padro","Nombre"
2021,8,"Nou Barris",47,"Can Peguera","Homes","D'1 a 5 anys",153
2021,8,"Nou Barris",48,"la Guineueta","Homes","D'1 a 5 anys",1151
2021,8,"Nou Barris",49,"Canyelles","Homes","D'1 a 5 anys",438
2021,8,"Nou Barris",50,"les Roquetes","Homes","D'1 a 5 anys",2034
2021,8,"Nou Barris",51,"Verdun","Homes","D'1 a 5 anys",1456
2021,8,"Nou Barris",52,"la Prosperitat","Homes","D'1 a 5 anys",2605
2021,8,"Nou Barris",53,"la Trinitat Nova","Homes","D'1 a 5 anys",949
2021,8,"Nou Barris",54,"Torre Baró","Homes","D'1 a 5 anys",328
2021,8,"Nou Barris",55,"Ciutat Meridiana","Homes","D'1 a 5 anys",1639
2021,8,"Nou Barris",56,"Vallbona","Homes","D'1 a 5 anys",140
2021,9,"Sant Andreu",57,"la Trinitat Vella","Homes","D'1 a 5 anys",1534
2021,9,"Sant Andreu",58,"Baró de Viver","Homes","D'1 a 5 anys",292
2021,9,"Sant Andreu",59,"el Bon Pastor","Homes","D'1 a 5 anys",1722
2021,9,"Sant Andreu",60,"Sant Andreu","Homes","D'1 a 5 anys",4743
2021,9,"Sant Andreu",61,"la Sagrera","Homes","D'1 a 5 anys",2870
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","D'1 a 5 anys",1477
2021,9,"Sant Andreu",63,"Navas","Homes","D'1 a 5 anys",2185
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","D'1 a 5 anys",4404
2021,10,"Sant Martí",65,"el Clot","Homes","D'1 a 5 anys",2655
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","D'1 a 5 anys",2029
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","D'1 a 5 anys",1002
2021,10,"Sant Martí",68,"el Poblenou","Homes","D'1 a 5 anys",4019
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","D'1 a 5 anys",1579
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","D'1 a 5 anys",4683
2021,10,"Sant Martí",71,"Provençals del Poblenou","Homes","D'1 a 5 anys",2235
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","D'1 a 5 anys",2345
2021,10,"Sant Martí",73,"la Verneda i la Pau","Homes","D'1 a 5 anys",2607
2021,1,"Ciutat Vella",1,"el Raval","Homes","De 6 a 15 anys",7039
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","De 6 a 15 anys",1920
2021,1,"Ciutat Vella",3,"la Barceloneta","Homes","De 6 a 15 anys",1373
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","De 6 a 15 anys",2530
2021,2,"Eixample",5,"el Fort Pienc","Homes","De 6 a 15 anys",3426
2021,2,"Eixample",6,"la Sagrada Família","Homes","De 6 a 15 anys",4814
2021,2,"Eixample",7,"la Dreta de l'Eixample","Homes","De 6 a 15 anys",4344
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","De 6 a 15 anys",4284
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","De 6 a 15 anys",5660
2021,2,"Eixample",10,"Sant Antoni","Homes","De 6 a 15 anys",4197
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","De 6 a 15 anys",4882
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","De 6 a 15 anys",170
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","De 6 a 15 anys",3253
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","De 6 a 15 anys",1033
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","De 6 a 15 anys",1719
2021,3,"Sants-Montjuïc",16,"la Bordeta","Homes","De 6 a 15 anys",1930
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","De 6 a 15 anys",2501
2021,3,"Sants-Montjuïc",18,"Sants","Homes","De 6 a 15 anys",4411
2021,4,"Les Corts",19,"les Corts","Homes","De 6 a 15 anys",4215
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","De 6 a 15 anys",2185
2021,4,"Les Corts",21,"Pedralbes","Homes","De 6 a 15 anys",1216
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","De 6 a 15 anys",614
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","De 6 a 15 anys",2809
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","De 6 a 15 anys",1845
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","De 6 a 15 anys",2718
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","De 6 a 15 anys",4780
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","De 6 a 15 anys",3053
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","De 6 a 15 anys",1735
2021,6,"Gràcia",29,"el Coll","Homes","De 6 a 15 anys",775
2021,6,"Gràcia",30,"la Salut","Homes","De 6 a 15 anys",1292
2021,6,"Gràcia",31,"la Vila de Gràcia","Homes","De 6 a 15 anys",5077
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","De 6 a 15 anys",3317
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","De 6 a 15 anys",2454
2021,7,"Horta-Guinardó",34,"Can Baró","Homes","De 6 a 15 anys",893
2021,7,"Horta-Guinardó",35,"el Guinardó","Homes","De 6 a 15 anys",3761
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","De 6 a 15 anys",898
2021,7,"Horta-Guinardó",37,"el Carmel","Homes","De 6 a 15 anys",3196
2021,7,"Horta-Guinardó",38,"la Teixonera","Homes","De 6 a 15 anys",1145
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","De 6 a 15 anys",692
2021,7,"Horta-Guinardó",40,"Montbau","Homes","De 6 a 15 anys",443
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","De 6 a 15 anys",503
2021,7,"Horta-Guinardó",42,"la Clota","Homes","De 6 a 15 anys",88
2021,7,"Horta-Guinardó",43,"Horta","Homes","De 6 a 15 anys",2515
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","De 6 a 15 anys",2503
2021,8,"Nou Barris",45,"Porta","Homes","De 6 a 15 anys",2666
2021,8,"Nou Barris",46,"el Turó de la Peira","Homes","De 6 a 15 anys",1791
2021,8,"Nou Barris",47,"Can Peguera","Homes","De 6 a 15 anys",251
2021,8,"Nou Barris",48,"la Guineueta","Homes","De 6 a 15 anys",1389
2021,8,"Nou Barris",49,"Canyelles","Homes","De 6 a 15 anys",568
2021,8,"Nou Barris",50,"les Roquetes","Homes","De 6 a 15 anys",1766
2021,8,"Nou Barris",51,"Verdun","Homes","De 6 a 15 anys",1360
2021,8,"Nou Barris",52,"la Prosperitat","Homes","De 6 a 15 anys",2630
2021,8,"Nou Barris",53,"la Trinitat Nova","Homes","De 6 a 15 anys",838
2021,8,"Nou Barris",54,"Torre Baró","Homes","De 6 a 15 anys",413
2021,8,"Nou Barris",55,"Ciutat Meridiana","Homes","De 6 a 15 anys",1438
2021,8,"Nou Barris",56,"Vallbona","Homes","De 6 a 15 anys",224
2021,9,"Sant Andreu",57,"la Trinitat Vella","Homes","De 6 a 15 anys",1428
2021,9,"Sant Andreu",58,"Baró de Viver","Homes","De 6 a 15 anys",321
2021,9,"Sant Andreu",59,"el Bon Pastor","Homes","De 6 a 15 anys",1578
2021,9,"Sant Andreu",60,"Sant Andreu","Homes","De 6 a 15 anys",5655
2021,9,"Sant Andreu",61,"la Sagrera","Homes","De 6 a 15 anys",2929
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","De 6 a 15 anys",1526
2021,9,"Sant Andreu",63,"Navas","Homes","De 6 a 15 anys",2190
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","De 6 a 15 anys",3745
2021,10,"Sant Martí",65,"el Clot","Homes","De 6 a 15 anys",2635
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","De 6 a 15 anys",1733
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","De 6 a 15 anys",1033
2021,10,"Sant Martí",68,"el Poblenou","Homes","De 6 a 15 anys",4070
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","De 6 a 15 anys",1699
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","De 6 a 15 anys",2959
2021,10,"Sant Martí",71,"Provençals del Poblenou","Homes","De 6 a 15 anys",2236
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","De 6 a 15 anys",2644
2021,10,"Sant Martí",73,"la Verneda i la Pau","Homes","De 6 a 15 anys",2769
2021,1,"Ciutat Vella",1,"el Raval","Homes","Més de 15 anys",5597
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Més de 15 anys",1964
2021,1,"Ciutat Vella",3,"la Barceloneta","Homes","Més de 15 anys",2455
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Més de 15 anys",3164
2021,2,"Eixample",5,"el Fort Pienc","Homes","Més de 15 anys",6798
2021,2,"Eixample",6,"la Sagrada Família","Homes","Més de 15 anys",11089
2021,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Més de 15 anys",8730
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Més de 15 anys",8343
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Més de 15 anys",12513
2021,2,"Eixample",10,"Sant Antoni","Homes","Més de 15 anys",7848
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Més de 15 anys",7133
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Més de 15 anys",346
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Més de 15 anys",7848
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Més de 15 anys",2278
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Més de 15 anys",3208
2021,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Més de 15 anys",4738
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Més de 15 anys",5365
2021,3,"Sants-Montjuïc",18,"Sants","Homes","Més de 15 anys",8834
2021,4,"Les Corts",19,"les Corts","Homes","Més de 15 anys",11418
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Més de 15 anys",5762
2021,4,"Les Corts",21,"Pedralbes","Homes","Més de 15 anys",2547
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Més de 15 anys",1157
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Més de 15 anys",5546
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Més de 15 anys",3879
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Més de 15 anys",5967
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Més de 15 anys",10802
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Més de 15 anys",6744
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Més de 15 anys",3786
2021,6,"Gràcia",29,"el Coll","Homes","Més de 15 anys",1789
2021,6,"Gràcia",30,"la Salut","Homes","Més de 15 anys",3218
2021,6,"Gràcia",31,"la Vila de Gràcia","Homes","Més de 15 anys",9798
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Més de 15 anys",8181
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Més de 15 anys",6283
2021,7,"Horta-Guinardó",34,"Can Baró","Homes","Més de 15 anys",2262
2021,7,"Horta-Guinardó",35,"el Guinardó","Homes","Més de 15 anys",8928
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Més de 15 anys",2778
2021,7,"Horta-Guinardó",37,"el Carmel","Homes","Més de 15 anys",8126
2021,7,"Horta-Guinardó",38,"la Teixonera","Homes","Més de 15 anys",3105
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Més de 15 anys",1704
2021,7,"Horta-Guinardó",40,"Montbau","Homes","Més de 15 anys",1208
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Més de 15 anys",1665
2021,7,"Horta-Guinardó",42,"la Clota","Homes","Més de 15 anys",168
2021,7,"Horta-Guinardó",43,"Horta","Homes","Més de 15 anys",7139
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Més de 15 anys",6442
2021,8,"Nou Barris",45,"Porta","Homes","Més de 15 anys",6099
2021,8,"Nou Barris",46,"el Turó de la Peira","Homes","Més de 15 anys",3290
2021,8,"Nou Barris",47,"Can Peguera","Homes","Més de 15 anys",605
2021,8,"Nou Barris",48,"la Guineueta","Homes","Més de 15 anys",4282
2021,8,"Nou Barris",49,"Canyelles","Homes","Més de 15 anys",2143
2021,8,"Nou Barris",50,"les Roquetes","Homes","Més de 15 anys",3666
2021,8,"Nou Barris",51,"Verdun","Homes","Més de 15 anys",2794
2021,8,"Nou Barris",52,"la Prosperitat","Homes","Més de 15 anys",6771
2021,8,"Nou Barris",53,"la Trinitat Nova","Homes","Més de 15 anys",1638
2021,8,"Nou Barris",54,"Torre Baró","Homes","Més de 15 anys",649
2021,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Més de 15 anys",1983
2021,8,"Nou Barris",56,"Vallbona","Homes","Més de 15 anys",287
2021,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Més de 15 anys",2010
2021,9,"Sant Andreu",58,"Baró de Viver","Homes","Més de 15 anys",626
2021,9,"Sant Andreu",59,"el Bon Pastor","Homes","Més de 15 anys",3071
2021,9,"Sant Andreu",60,"Sant Andreu","Homes","Més de 15 anys",16095
2021,9,"Sant Andreu",61,"la Sagrera","Homes","Més de 15 anys",7373
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Més de 15 anys",3491
2021,9,"Sant Andreu",63,"Navas","Homes","Més de 15 anys",5550
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Més de 15 anys",8972
2021,10,"Sant Martí",65,"el Clot","Homes","Més de 15 anys",6862
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Més de 15 anys",3470
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Més de 15 anys",2357
2021,10,"Sant Martí",68,"el Poblenou","Homes","Més de 15 anys",7686
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Més de 15 anys",2937
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Més de 15 anys",4704
2021,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Més de 15 anys",5149
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Més de 15 anys",6706
2021,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Més de 15 anys",7689
2021,1,"Ciutat Vella",1,"el Raval","Homes","No consta",16
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","No consta",11
2021,1,"Ciutat Vella",3,"la Barceloneta","Homes","No consta",5
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","No consta",12
2021,2,"Eixample",5,"el Fort Pienc","Homes","No consta",5
2021,2,"Eixample",6,"la Sagrada Família","Homes","No consta",11
2021,2,"Eixample",7,"la Dreta de l'Eixample","Homes","No consta",17
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","No consta",7
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","No consta",25
2021,2,"Eixample",10,"Sant Antoni","Homes","No consta",15
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","No consta",10
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","No consta",0
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","No consta",5
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","No consta",3
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","No consta",5
2021,3,"Sants-Montjuïc",16,"la Bordeta","Homes","No consta",3
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","No consta",6
2021,3,"Sants-Montjuïc",18,"Sants","Homes","No consta",8
2021,4,"Les Corts",19,"les Corts","Homes","No consta",9
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","No consta",5
2021,4,"Les Corts",21,"Pedralbes","Homes","No consta",10
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","No consta",6
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","No consta",12
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","No consta",3
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","No consta",3
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","No consta",17
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","No consta",12
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","No consta",4
2021,6,"Gràcia",29,"el Coll","Homes","No consta",1
2021,6,"Gràcia",30,"la Salut","Homes","No consta",5
2021,6,"Gràcia",31,"la Vila de Gràcia","Homes","No consta",16
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","No consta",11
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","No consta",3
2021,7,"Horta-Guinardó",34,"Can Baró","Homes","No consta",4
2021,7,"Horta-Guinardó",35,"el Guinardó","Homes","No consta",7
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","No consta",0
2021,7,"Horta-Guinardó",37,"el Carmel","Homes","No consta",6
2021,7,"Horta-Guinardó",38,"la Teixonera","Homes","No consta",5
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","No consta",3
2021,7,"Horta-Guinardó",40,"Montbau","Homes","No consta",2
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","No consta",1
2021,7,"Horta-Guinardó",42,"la Clota","Homes","No consta",0
2021,7,"Horta-Guinardó",43,"Horta","Homes","No consta",7
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","No consta",3
2021,8,"Nou Barris",45,"Porta","Homes","No consta",7
2021,8,"Nou Barris",46,"el Turó de la Peira","Homes","No consta",4
2021,8,"Nou Barris",47,"Can Peguera","Homes","No consta",1
2021,8,"Nou Barris",48,"la Guineueta","Homes","No consta",0
2021,8,"Nou Barris",49,"Canyelles","Homes","No consta",0
2021,8,"Nou Barris",50,"les Roquetes","Homes","No consta",4
2021,8,"Nou Barris",51,"Verdun","Homes","No consta",2
2021,8,"Nou Barris",52,"la Prosperitat","Homes","No consta",1
2021,8,"Nou Barris",53,"la Trinitat Nova","Homes","No consta",0
2021,8,"Nou Barris",54,"Torre Baró","Homes","No consta",0
2021,8,"Nou Barris",55,"Ciutat Meridiana","Homes","No consta",1
2021,8,"Nou Barris",56,"Vallbona","Homes","No consta",0
2021,9,"Sant Andreu",57,"la Trinitat Vella","Homes","No consta",0
2021,9,"Sant Andreu",58,"Baró de Viver","Homes","No consta",0
2021,9,"Sant Andreu",59,"el Bon Pastor","Homes","No consta",2
2021,9,"Sant Andreu",60,"Sant Andreu","Homes","No consta",6
2021,9,"Sant Andreu",61,"la Sagrera","Homes","No consta",8
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","No consta",4
2021,9,"Sant Andreu",63,"Navas","Homes","No consta",4
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","No consta",10
2021,10,"Sant Martí",65,"el Clot","Homes","No consta",4
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","No consta",5
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","No consta",3
2021,10,"Sant Martí",68,"el Poblenou","Homes","No consta",8
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","No consta",3
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","No consta",7
2021,10,"Sant Martí",71,"Provençals del Poblenou","Homes","No consta",3
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","No consta",11
2021,10,"Sant Martí",73,"la Verneda i la Pau","Homes","No consta",3